participant_id;list;block;item;agent;words;clue;count;assoc;guesses;board_dist;rt;quality;difficulty;freetext
5;1;1;3;-;['film', 'glass', 'change', 'triangle', 'ivory', 'pie', 'state', 'web', 'fan', 'wave', 'shakespeare', 'chair', 'hole', 'turkey', 'horn', 'lab'];point;2;[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0];[];[];54590;3;4;
5;1;2;14;RSA-openai;['gas', 'slug', 'glove', 'jet', 'ninja', 'crane', 'concert', 'cotton', 'circle', 'fence', 'charge', 'sound', 'iron', 'laser', 'pupil', 'aztec'];circus;2;[1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1];['circle', 'concert'];[];28700;3;3;
5;1;2;17;other-GPT-weighted;['luck', 'witch', 'press', 'heart', 'oil', 'scale', 'slip', 'mint', 'lead', 'bat', 'arm', 'pirate', 'calf', 'pool', 'center', 'mammoth'];core;2;[0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0];['center', 'heart'];[];18625;1;2;
5;1;2;12;RSA-openai;['spell', 'thumb', 'pistol', 'giant', 'paper', 'snow', 'lawyer', 'shark', 'paste', 'ship', 'maple', 'penguin', 'contract', 'staff', 'theater', 'cell'];whaler;2;[1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1];['ship', 'giant'];[];39697;7;4;
5;1;2;18;other-GPT-weighted;['chick', 'compound', 'ice', 'knife', 'foot', 'pit', 'hood', 'day', 'ray', 'trunk', 'microscope', 'sub', 'code', 'crash', 'gold', 'scientist'];handgun;2;[1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0];['knife', 'ray'];[];89353;7;7;
5;1;2;11;RSA-openai;['string', 'wall', 'mouse', 'diamond', 'grass', 'telescope', 'roulette', 'shoe', 'chocolate', 'conductor', 'doctor', 'cap', 'litter', 'atlantis', 'bill', 'platypus'];toe;1;[1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1];['shoe'];[];21331;3;3;
5;1;2;16;other-GPT-weighted;['march', 'tick', 'mouth', 'superhero', 'cross', 'ring', 'limousine', 'point', 'czech', 'olympus', 'canada', 'ketchup', 'tooth', 'alien', 'fair', 'copper'];one;2;[1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1];['ring', 'point'];[];36096;4;5;
5;1;2;13;RSA-openai;['scorpion', 'field', 'london', 'tablet', 'drill', 'trip', 'alps', 'antarctica', 'undertaker', 'rome', 'soul', 'dance', 'england', 'row', 'genius', 'dwarf'];jump;2;[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1];['dance', 'trip'];[];24370;4;3;
5;1;2;15;other-GPT-weighted;['bell', 'tower', 'organ', 'switch', 'hawk', 'suit', 'rabbit', 'cast', 'mail', 'cycle', 'fighter', 'star', 'bed', 'cat', 'duck', 'revolution'];deer;4;[0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1];['rabbit', 'hawk', 'duck', 'cat'];[];20008;1;2;
5;1;2;10;RSA-openai;['helicopter', 'germany', 'belt', 'cricket', 'lemon', 'match', 'whip', 'deck', 'back', 'cold', 'pants', 'cook', 'engine', 'jack', 'swing', 'comic'];prep;3;[0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1];['cook', 'match', 'cold'];[];54017;7;6;
5;1;2;19;other-GPT-weighted;['disease', 'sink', 'stick', 'piano', 'boot', 'casino', 'port', 'part', 'play', 'mole', 'lock', 'knight', 'hand', 'america', 'orange', 'teacher'];put;5;[1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0];['hand', 'part', 'stick', 'play', 'sink'];[];85735;7;7;
6;1;1;1;-;['death', 'box', 'vacuum', 'spider', 'war', 'needle', 'pyramid', 'torch', 'moon', 'ground', 'unicorn', 'thief', 'round', 'egypt', 'school', 'lap'];history;3;[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1];[];[];70026;3;5;I tried to group the words into categories as if they were books in a library and then thought of the section of the library and the users of that part of the library.
6;1;1;4;-;['rock', 'cover', 'post', 'crown', 'missile', 'saturn', 'apple', 'centaur', 'stream', 'plastic', 'wind', 'plane', 'nail', 'space', 'hotel', 'figure'];hat;2;[1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0];[];[];148459;5;7;I tried to use the same strategy as last time but this was a bit more tricky. I noticed that there were similar words  in grey (eg, space in grey and saturn in red) which could catch people out. This was also true in the last  instance.
6;1;1;2;-;['forest', 'table', 'ball', 'train', 'water', 'straw', 'fall', 'bear', 'amazon', 'pole', 'shop', 'berlin', 'mount', 'brush', 'nut', 'washington'];display;3;[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1];[];[];62678;1;1;The board seemed easier this time as there were no associated words in grey. I didn't need to employ a strategy as the first word association I had with mount seemed to fit well with the other words in red and had no associated words in grey.
6;1;1;0;-;['mass', 'sock', 'kangaroo', 'eye', 'africa', 'carrot', 'kiwi', 'cloak', 'note', 'shadow', 'chest', 'bermuda', 'fork', 'club', 'van', 'drop'];pouch;2;[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1];[];[];127841;2;6;I found it difficult to come up with the clue as although I could see an association between 3 of the words immediately I found it difficult to come up with a word that wouldn't be too broad and therefore incorporate grey words as well. The grey words on the whole didn't have much associated with the red words.
6;1;1;3;-;['film', 'glass', 'change', 'triangle', 'ivory', 'pie', 'state', 'web', 'fan', 'wave', 'shakespeare', 'chair', 'hole', 'turkey', 'horn', 'lab'];geometry;3;[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0];[];[];69197;6;6;I tried not to overthink the clue this time but I think the clue was weaker as a result. I didn't notice anything particularly different about the board.
6;1;2;14;RSA-openai;['gas', 'slug', 'glove', 'jet', 'ninja', 'crane', 'concert', 'cotton', 'circle', 'fence', 'charge', 'sound', 'iron', 'laser', 'pupil', 'aztec'];circus;2;[1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1];['circle', 'fence'];[];48398;3;2;I thought about the experience of being at a circus and came up with more than the 2 words alloted. I then deselected words which would be associated with other words not related to a circus.
6;1;2;19;other-GPT-weighted;['disease', 'sink', 'stick', 'piano', 'boot', 'casino', 'port', 'part', 'play', 'mole', 'lock', 'knight', 'hand', 'america', 'orange', 'teacher'];put;5;[1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0];['part', 'hand', 'boot', 'sink', 'casino'];[];131149;2;6;The clue was very vague so it was fairly easy to come up with words, however the associations were less strong
6;1;2;13;RSA-openai;['scorpion', 'field', 'london', 'tablet', 'drill', 'trip', 'alps', 'antarctica', 'undertaker', 'rome', 'soul', 'dance', 'england', 'row', 'genius', 'dwarf'];jump;2;[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1];['dance', 'trip'];[];93276;6;7;I found the first word easily, however I had a couple of words as options for the second word and so just went with my gut on that one.
6;1;2;15;other-GPT-weighted;['bell', 'tower', 'organ', 'switch', 'hawk', 'suit', 'rabbit', 'cast', 'mail', 'cycle', 'fighter', 'star', 'bed', 'cat', 'duck', 'revolution'];deer;4;[0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1];['rabbit', 'duck', 'hawk', 'cat'];[];67282;5;1;I went with the animals, however the clue could have been given as 'animal' and it was not so I think this must have been incorrect. I imagine some of the animals are correct but not sure which ones and I couldn't see any other association with deer in the other words/objects on  the cards.
6;1;2;12;RSA-openai;['spell', 'thumb', 'pistol', 'giant', 'paper', 'snow', 'lawyer', 'shark', 'paste', 'ship', 'maple', 'penguin', 'contract', 'staff', 'theater', 'cell'];whaler;2;[1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1];['ship', 'giant'];[];39829;1;1;It seemed very clear this time. 
6;1;2;17;other-GPT-weighted;['luck', 'witch', 'press', 'heart', 'oil', 'scale', 'slip', 'mint', 'lead', 'bat', 'arm', 'pirate', 'calf', 'pool', 'center', 'mammoth'];core;2;[0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0];['center', 'heart'];[];48379;4;1;
6;1;2;10;RSA-openai;['helicopter', 'germany', 'belt', 'cricket', 'lemon', 'match', 'whip', 'deck', 'back', 'cold', 'pants', 'cook', 'engine', 'jack', 'swing', 'comic'];prep;3;[0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1];['cook', 'match', 'cricket'];[];72297;5;6;
6;1;2;18;other-GPT-weighted;['chick', 'compound', 'ice', 'knife', 'foot', 'pit', 'hood', 'day', 'ray', 'trunk', 'microscope', 'sub', 'code', 'crash', 'gold', 'scientist'];handgun;2;[1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0];['gold', 'knife'];[];115131;7;7;
6;1;2;11;RSA-openai;['string', 'wall', 'mouse', 'diamond', 'grass', 'telescope', 'roulette', 'shoe', 'chocolate', 'conductor', 'doctor', 'cap', 'litter', 'atlantis', 'bill', 'platypus'];toe;1;[1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1];['shoe'];[];15561;1;1;
6;1;2;16;other-GPT-weighted;['march', 'tick', 'mouth', 'superhero', 'cross', 'ring', 'limousine', 'point', 'czech', 'olympus', 'canada', 'ketchup', 'tooth', 'alien', 'fair', 'copper'];one;2;[1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1];['point', 'cross'];[];36743;4;4;
7;1;1;2;-;['forest', 'table', 'ball', 'train', 'water', 'straw', 'fall', 'bear', 'amazon', 'pole', 'shop', 'berlin', 'mount', 'brush', 'nut', 'washington'];dinner;1;[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1];[];[];64547;7;7;Tried to make it easy
7;1;1;0;-;['mass', 'sock', 'kangaroo', 'eye', 'africa', 'carrot', 'kiwi', 'cloak', 'note', 'shadow', 'chest', 'bermuda', 'fork', 'club', 'van', 'drop'];clothing;2;[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1];[];[];28731;6;6;
7;1;1;3;-;['film', 'glass', 'change', 'triangle', 'ivory', 'pie', 'state', 'web', 'fan', 'wave', 'shakespeare', 'chair', 'hole', 'turkey', 'horn', 'lab'];black;1;[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0];[];[];18789;7;7;
7;1;1;1;-;['death', 'box', 'vacuum', 'spider', 'war', 'needle', 'pyramid', 'torch', 'moon', 'ground', 'unicorn', 'thief', 'round', 'egypt', 'school', 'lap'];mystical;2;[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1];[];[];13788;5;4;
7;1;1;4;-;['rock', 'cover', 'post', 'crown', 'missile', 'saturn', 'apple', 'centaur', 'stream', 'plastic', 'wind', 'plane', 'nail', 'space', 'hotel', 'figure'];breeze;1;[1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0];[];[];10893;2;2;
7;1;2;13;RSA-openai;['scorpion', 'field', 'london', 'tablet', 'drill', 'trip', 'alps', 'antarctica', 'undertaker', 'rome', 'soul', 'dance', 'england', 'row', 'genius', 'dwarf'];jump;2;[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1];['dance', 'soul'];[];22446;4;2;
7;1;2;15;other-GPT-weighted;['bell', 'tower', 'organ', 'switch', 'hawk', 'suit', 'rabbit', 'cast', 'mail', 'cycle', 'fighter', 'star', 'bed', 'cat', 'duck', 'revolution'];deer;4;[0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1];['cat', 'rabbit', 'hawk', 'duck'];[];37834;7;4;
7;1;2;11;RSA-openai;['string', 'wall', 'mouse', 'diamond', 'grass', 'telescope', 'roulette', 'shoe', 'chocolate', 'conductor', 'doctor', 'cap', 'litter', 'atlantis', 'bill', 'platypus'];toe;1;[1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1];['shoe'];[];19959;2;1;
7;1;2;17;other-GPT-weighted;['luck', 'witch', 'press', 'heart', 'oil', 'scale', 'slip', 'mint', 'lead', 'bat', 'arm', 'pirate', 'calf', 'pool', 'center', 'mammoth'];core;2;[0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0];['center', 'heart'];[];27218;7;4;
7;1;2;10;RSA-openai;['helicopter', 'germany', 'belt', 'cricket', 'lemon', 'match', 'whip', 'deck', 'back', 'cold', 'pants', 'cook', 'engine', 'jack', 'swing', 'comic'];prep;3;[0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1];['helicopter', 'engine', 'cook'];[];28314;6;5;
7;1;2;18;other-GPT-weighted;['chick', 'compound', 'ice', 'knife', 'foot', 'pit', 'hood', 'day', 'ray', 'trunk', 'microscope', 'sub', 'code', 'crash', 'gold', 'scientist'];handgun;2;[1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0];['code', 'sub'];[];28723;7;7;
7;1;2;14;RSA-openai;['gas', 'slug', 'glove', 'jet', 'ninja', 'crane', 'concert', 'cotton', 'circle', 'fence', 'charge', 'sound', 'iron', 'laser', 'pupil', 'aztec'];circus;2;[1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1];['circle', 'fence'];[];26525;6;4;
7;1;2;19;other-GPT-weighted;['disease', 'sink', 'stick', 'piano', 'boot', 'casino', 'port', 'part', 'play', 'mole', 'lock', 'knight', 'hand', 'america', 'orange', 'teacher'];put;5;[1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0];['play', 'lock', 'hand', 'teacher', 'piano'];[];39369;6;6;
7;1;2;12;RSA-openai;['spell', 'thumb', 'pistol', 'giant', 'paper', 'snow', 'lawyer', 'shark', 'paste', 'ship', 'maple', 'penguin', 'contract', 'staff', 'theater', 'cell'];whaler;2;[1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1];['shark', 'penguin'];[];27398;7;4;
7;1;2;16;other-GPT-weighted;['march', 'tick', 'mouth', 'superhero', 'cross', 'ring', 'limousine', 'point', 'czech', 'olympus', 'canada', 'ketchup', 'tooth', 'alien', 'fair', 'copper'];one;2;[1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1];['tooth', 'tick'];[];20503;7;6;
8;1;1;1;-;['death', 'box', 'vacuum', 'spider', 'war', 'needle', 'pyramid', 'torch', 'moon', 'ground', 'unicorn', 'thief', 'round', 'egypt', 'school', 'lap'];wizard;4;[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1];[];[];44990;6;3;I looked at the relation to the words there might be and tried to come up with a clue most would associate with these things.
8;1;1;2;-;['forest', 'table', 'ball', 'train', 'water', 'straw', 'fall', 'bear', 'amazon', 'pole', 'shop', 'berlin', 'mount', 'brush', 'nut', 'washington'];retail;2;[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1];[];[];55513;1;1;There are possibilities for the guesser to get the answer wrong
8;1;1;3;-;['film', 'glass', 'change', 'triangle', 'ivory', 'pie', 'state', 'web', 'fan', 'wave', 'shakespeare', 'chair', 'hole', 'turkey', 'horn', 'lab'];instrument;2;[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0];[];[];82221;3;6;
8;1;1;0;-;['mass', 'sock', 'kangaroo', 'eye', 'africa', 'carrot', 'kiwi', 'cloak', 'note', 'shadow', 'chest', 'bermuda', 'fork', 'club', 'van', 'drop'];clothing;2;[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1];[];[];38518;1;1;
8;1;1;4;-;['rock', 'cover', 'post', 'crown', 'missile', 'saturn', 'apple', 'centaur', 'stream', 'plastic', 'wind', 'plane', 'nail', 'space', 'hotel', 'figure'];ring;1;[1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0];[];[];117814;1;6;Finding a word that didn’t include any of the chosen words was difficult.
8;1;2;14;RSA-openai;['gas', 'slug', 'glove', 'jet', 'ninja', 'crane', 'concert', 'cotton', 'circle', 'fence', 'charge', 'sound', 'iron', 'laser', 'pupil', 'aztec'];circus;2;[1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1];['cotton', 'circle'];[];37211;6;4;A circus tent is usually a circle and cotton candy is often sold at a circus. There were no clues that massively stood out.
8;1;2;17;other-GPT-weighted;['luck', 'witch', 'press', 'heart', 'oil', 'scale', 'slip', 'mint', 'lead', 'bat', 'arm', 'pirate', 'calf', 'pool', 'center', 'mammoth'];core;2;[0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0];['oil', 'center'];[];21199;1;1;
8;1;2;11;RSA-openai;['string', 'wall', 'mouse', 'diamond', 'grass', 'telescope', 'roulette', 'shoe', 'chocolate', 'conductor', 'doctor', 'cap', 'litter', 'atlantis', 'bill', 'platypus'];toe;1;[1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1];['shoe'];[];27521;1;1;There were no other words directly linked to the clue.
8;1;2;15;other-GPT-weighted;['bell', 'tower', 'organ', 'switch', 'hawk', 'suit', 'rabbit', 'cast', 'mail', 'cycle', 'fighter', 'star', 'bed', 'cat', 'duck', 'revolution'];deer;4;[0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1];['cat', 'hawk', 'rabbit', 'duck'];[];67990;1;1;There were no direct links. A deer is an animal so I listed other animals, of which there are four.
8;1;2;12;RSA-openai;['spell', 'thumb', 'pistol', 'giant', 'paper', 'snow', 'lawyer', 'shark', 'paste', 'ship', 'maple', 'penguin', 'contract', 'staff', 'theater', 'cell'];whaler;2;[1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1];['ship', 'staff'];[];28579;4;4;There was the possibility of shark, which is a sea creature, but a whaler works on a ship and is a member of staff. 
8;1;2;16;other-GPT-weighted;['march', 'tick', 'mouth', 'superhero', 'cross', 'ring', 'limousine', 'point', 'czech', 'olympus', 'canada', 'ketchup', 'tooth', 'alien', 'fair', 'copper'];one;2;[1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1];['mouth', 'ring'];[];60224;7;7;I am not sure of the link between these to, one ring to rule them all, and we have one mouth.
8;1;2;13;RSA-openai;['scorpion', 'field', 'london', 'tablet', 'drill', 'trip', 'alps', 'antarctica', 'undertaker', 'rome', 'soul', 'dance', 'england', 'row', 'genius', 'dwarf'];jump;2;[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1];['soul', 'dance'];[];68858;7;7;I have no idea what the words are from the clue.
8;1;2;18;other-GPT-weighted;['chick', 'compound', 'ice', 'knife', 'foot', 'pit', 'hood', 'day', 'ray', 'trunk', 'microscope', 'sub', 'code', 'crash', 'gold', 'scientist'];handgun;2;[1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0];['sub', 'microscope'];[];102350;7;7;Sub, as in sub machine gun. I had no clue for the other word.
8;1;2;10;RSA-openai;['helicopter', 'germany', 'belt', 'cricket', 'lemon', 'match', 'whip', 'deck', 'back', 'cold', 'pants', 'cook', 'engine', 'jack', 'swing', 'comic'];prep;3;[0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1];['whip', 'cook', 'engine'];[];42193;7;7;Prep as in preparation. I thought of items that may need preparing for use.
8;1;2;19;other-GPT-weighted;['disease', 'sink', 'stick', 'piano', 'boot', 'casino', 'port', 'part', 'play', 'mole', 'lock', 'knight', 'hand', 'america', 'orange', 'teacher'];put;5;[1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0];['sink', 'boot', 'port', 'lock', 'hand'];[];51019;4;1;I was thinking of items you could put things on or in. 
9;1;1;4;-;['rock', 'cover', 'post', 'crown', 'missile', 'saturn', 'apple', 'centaur', 'stream', 'plastic', 'wind', 'plane', 'nail', 'space', 'hotel', 'figure'];air;2;[1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0];[];[];77108;5;5;Difficult as a number of red and grey words were in similar tactics 
9;1;1;2;-;['forest', 'table', 'ball', 'train', 'water', 'straw', 'fall', 'bear', 'amazon', 'pole', 'shop', 'berlin', 'mount', 'brush', 'nut', 'washington'];transport;2;[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1];[];[];67191;3;3;
9;1;1;1;-;['death', 'box', 'vacuum', 'spider', 'war', 'needle', 'pyramid', 'torch', 'moon', 'ground', 'unicorn', 'thief', 'round', 'egypt', 'school', 'lap'];fantasy;2;[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1];[];[];58576;6;5;
9;1;1;0;-;['mass', 'sock', 'kangaroo', 'eye', 'africa', 'carrot', 'kiwi', 'cloak', 'note', 'shadow', 'chest', 'bermuda', 'fork', 'club', 'van', 'drop'];dark;2;[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1];[];[];110108;7;7;
9;1;1;3;-;['film', 'glass', 'change', 'triangle', 'ivory', 'pie', 'state', 'web', 'fan', 'wave', 'shakespeare', 'chair', 'hole', 'turkey', 'horn', 'lab'];shape;3;[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0];[];[];19566;3;3;
9;1;2;11;RSA-openai;['string', 'wall', 'mouse', 'diamond', 'grass', 'telescope', 'roulette', 'shoe', 'chocolate', 'conductor', 'doctor', 'cap', 'litter', 'atlantis', 'bill', 'platypus'];toe;1;[1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1];['shoe'];[];19786;1;2;
9;1;2;16;other-GPT-weighted;['march', 'tick', 'mouth', 'superhero', 'cross', 'ring', 'limousine', 'point', 'czech', 'olympus', 'canada', 'ketchup', 'tooth', 'alien', 'fair', 'copper'];one;2;[1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1];['czech', 'canada'];[];37322;7;5;
9;1;2;13;RSA-openai;['scorpion', 'field', 'london', 'tablet', 'drill', 'trip', 'alps', 'antarctica', 'undertaker', 'rome', 'soul', 'dance', 'england', 'row', 'genius', 'dwarf'];jump;2;[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1];['dance', 'alps'];[];32155;6;5;
9;1;2;15;other-GPT-weighted;['bell', 'tower', 'organ', 'switch', 'hawk', 'suit', 'rabbit', 'cast', 'mail', 'cycle', 'fighter', 'star', 'bed', 'cat', 'duck', 'revolution'];deer;4;[0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1];['rabbit', 'duck', 'cat', 'hawk'];[];29000;4;4;Only 4 animal options
9;1;2;10;RSA-openai;['helicopter', 'germany', 'belt', 'cricket', 'lemon', 'match', 'whip', 'deck', 'back', 'cold', 'pants', 'cook', 'engine', 'jack', 'swing', 'comic'];prep;3;[0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1];['cook', 'whip', 'swing'];[];43143;5;4;
9;1;2;19;other-GPT-weighted;['disease', 'sink', 'stick', 'piano', 'boot', 'casino', 'port', 'part', 'play', 'mole', 'lock', 'knight', 'hand', 'america', 'orange', 'teacher'];put;5;[1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0];['boot', 'hand', 'stick', 'part', 'play'];[];39117;7;7;
9;1;2;14;RSA-openai;['gas', 'slug', 'glove', 'jet', 'ninja', 'crane', 'concert', 'cotton', 'circle', 'fence', 'charge', 'sound', 'iron', 'laser', 'pupil', 'aztec'];circus;2;[1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1];['concert', 'cotton'];[];44787;7;7;
9;1;2;18;other-GPT-weighted;['chick', 'compound', 'ice', 'knife', 'foot', 'pit', 'hood', 'day', 'ray', 'trunk', 'microscope', 'sub', 'code', 'crash', 'gold', 'scientist'];handgun;2;[1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0];['knife', 'microscope'];[];19309;6;6;
9;1;2;12;RSA-openai;['spell', 'thumb', 'pistol', 'giant', 'paper', 'snow', 'lawyer', 'shark', 'paste', 'ship', 'maple', 'penguin', 'contract', 'staff', 'theater', 'cell'];whaler;2;[1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1];['ship', 'shark'];[];16481;4;4;
9;1;2;17;other-GPT-weighted;['luck', 'witch', 'press', 'heart', 'oil', 'scale', 'slip', 'mint', 'lead', 'bat', 'arm', 'pirate', 'calf', 'pool', 'center', 'mammoth'];core;2;[0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0];['center', 'heart'];[];15011;2;2;
10;2;1;9;-;['parachute', 'ruler', 'horse', 'court', 'olive', 'agent', 'bar', 'jupiter', 'france', 'tube', 'yard', 'hook', 'draft', 'beijing', 'church', 'stadium'];measurement;2;[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1];[];[];50956;4;4;I didnt want to choose a place, as France was a grey word. I chose measurement as that would make ruler an easy guess, yard is also a measure so could be guessed, and related to no grey words.
10;2;1;6;-;['leprechaun', 'poison', 'angel', 'strike', 'beat', 'tag', 'grace', 'car', 'marble', 'whale', 'berry', 'washer', 'fire', 'spine', 'dog', 'button'];fight;2;[1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1];[];[];42063;3;4;Beat and strike can both be used to describe physical attacks, I chose the word fight instead of inure/harm so that the grey word poison would not be assumed
10;2;1;5;-;['pound', 'date', 'pumpkin', 'bond', 'square', 'spy', 'force', 'europe', 'flute', 'pitch', 'india', 'dinosaur', 'track', 'cliff', 'phoenix', 'bugle'];atomic;1;[0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0];[];[];135022;3;6;I struggled to find a one word clue to link up any more than one on this without risking a grey word be picked
10;2;1;7;-;['vet', 'bank', 'face', 'battery', 'rose', 'pin', 'net', 'ham', 'octopus', 'king', 'shot', 'soldier', 'bottle', 'kid', 'skyscraper', 'mercury'];element;1;[1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0];[];[];77239;3;5;I again struggled to link any words to get a 2 clue count
10;2;1;8;-;['australia', 'mine', 'pass', 'horseshoe', 'lion', 'block', 'millionaire', 'opera', 'embassy', 'greece', 'tap', 'fish', 'mug', 'novel', 'park', 'bug'];gathering;2;[0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0];[];[];70203;5;6;'Gathering' as the two words are places where large amounts of people gather
